equity
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
99970.00499750125
99970.012398389
99969.17609807491
99964.36552104706
99968.24358622028
99970.53046053046
99970.53046053046
99970.53786141818
99970.53046053046
99959.44393070319
99954.00427821785
99953.92286845276
99957.49749722885
99954.41132704329
99951.92462876427
99951.17713910302
99951.18453999076
99954.41872793101
99954.41872793101
99959.80657420222
99957.4456910147
99958.85185968438
99958.85185968438
99958.85185968438
99958.85926057212
99958.85926057212
99958.85185968438
99959.5697457947
99959.5697457947
99957.1718581685
99927.22347875728
99927.22347875728
99927.22347875728
99927.22347875728
99927.22347875728
99927.22347875728
99927.22347875728
99927.22347875728
99927.22347875728
99927.22347875728
99927.22347875728
99897.25030557791
99899.27945640968
99885.3494100061
99889.65209844869
99889.65950410865
99889.65209844869
99889.65950410865
99884.60884400911
99892.17742849846
99894.11030575063
99897.90200365527
99897.90200365527
99890.97030592334
99893.26606051404
99894.52502270894
99892.75506997612
99892.74766431615
99890.98511724328
99861.04131417077
99861.04131417077
99861.04131417077
99861.04131417077
99861.04131417077
99861.04131417077
99861.04131417077
99861.04131417077
99861.04131417077
99861.04131417077
99831.08799233331
99831.08059046675
99834.04133708926
99834.04873895583
99836.01023359325
99836.02503732636
99843.47131508199
99839.60013887304
99839.60013887304
99837.3203639737
99839.93322286807
99809.99399060203
99809.99399060203
99809.99399060203
99809.99399060203
99809.99399060203
99809.99399060203
99809.99399060203
99809.99399060203
99809.99399060203
99809.99399060203
99809.99399060203
99809.99399060203
99809.99399060203
99809.99399060203
99809.99399060203
99809.99399060203
99809.99399060203
99809.99399060203
99809.99399060203
99780.05598041054
99780.06337714948
99780.06337714948
99785.16712701708
99790.26348014572
99797.00930605768
99794.58317568584
99792.04609422991
99790.89959969444
99790.8922029555
99789.59777364126
99755.61068706046
99755.61068706046
99755.61068706046
99755.61068706046
99755.61068706046
99755.61068706046
99725.68898914223
99725.68898914223
99725.68898914223
99726.53126301178
99726.53126301178
99726.53126301178
99731.51102255638
99733.12168662273
99730.29933032297
99729.73781440993
99729.16152176235
99728.41529666739
99722.20906815483
99722.20906815483
99720.50235531389
99718.78825410566
99723.85667405758
99723.39859528642
99724.8688803745
99728.19364564908
99727.24793463765
99723.00701182074
99717.51745493404
99722.5046028459
99723.01440018801
99723.01440018801
99720.4654134775
99726.7824674992
99726.78985586647
99731.11205072343
99732.14642214219
99732.14642214219
99740.51744226685
99739.74905207007
99755.07252580224
99748.04618852196
99746.45030119017
99741.83257164212
99746.93054506315
99745.23860895676
99746.63501037208
99746.63501037208
99745.66713425881
99742.09116449681
99742.09116449681
99743.4062938721
99747.13003097964
99743.41368223938
99742.3497573515
99740.6947630815
99743.08859407919
99743.08859407919
99743.08859407919
99743.46540081032
99744.64753957461
99746.73105914668
99746.73105914668
99749.01406463522
99755.29417682055
99752.04329521873
99752.04329521873
99752.31666480798
99752.76735521186
99726.07837862855
99726.07837862855
99726.07837862855
99726.07837862855
99726.07837862855
99726.07837862855
99726.07837862855
99726.07837862855
99726.07837862855
99726.07837862855
99726.07837862855
99726.07837862855
99696.16553892697
99696.34989213548
99697.08730496951
99697.82471780354
99697.8173436752
99692.36048870337
99697.19054276627
99700.63426070119
99700.62688657286
99700.63426070119
99701.57077500041
99701.57077500041
99703.55441552396
99706.26809475319
99705.36107696733
99701.85836600569
99703.86412891425
99704.99974467866
99705.007118807
99699.85260309713
99700.20656125745
99700.20656125745
99700.19918712912
99691.87379623292
99687.41244858703
99688.88727425509
99690.01551589115
99688.40058178463
99684.65452458775
99685.9081264056
99688.21622857612
99687.41982271537
99687.42719684371
99687.42719684371
99687.41244858703
99687.41244858703
99691.87379623292
99690.89303716365
99695.36913306621
99699.57238622018
99699.56501209186
99699.57238622018
